post_time,text,retweet,Photo/Link_Normalized,Photo/Link,Photo,Link,No_Photo/Link_Normalized,hours,Hastag_Count,text1,compound_score,positive_score,neutral_score,negative_score
Fri Oct 18 18:58:48 +0000 2019,Very inspiring to see the historic #AllWomanSpacewalk - hopefully just the first of many to come. Congrats @Astro_Christina and @Astro_Jessica on your success today!,182,1,1,0,1,0,18,1,inspiring see historic allwomanspacewalk hopefully first many come congrats astrochristina astrojessica success today,0.9118,0.583,0.417,0.0
Tue Oct 15 15:29:13 +0000 2019,"Very excited to introduce our latest family of #MadebyGoogle hardware: Pixel 4, Nest Mini, Nest Wifi, Pixelbook Go &amp; Pixel Buds - all designed to work together for a seamless, consistent experience, helping you whether you're at home or on the go. https://t.co/7hTYFAhDXl",773,1,1,0,1,0,15,1,excited introduce latest family madebygoogle hardware pixel 4 nest mini nest wifi pixelbook go amp pixel buds designed work together seamless consistent experience helping whether youre home go,0.5574,0.155,0.845,0.0
Mon Oct 07 16:39:11 +0000 2019,"Today we’re kicking off our 3rd #ImpactChallengeBayArea: we’ll donate $10M in grants to 35 nonprofits working to improve our communities. Excited to see the ideas that will come up and look forward to the progress we can make together in the Bay Area.
https://t.co/fgFnDwnVDz",151,1,1,0,1,0,16,1,today kicking 3rd impactchallengebayarea well donate 10m grants 35 nonprofits working improve communities excited see ideas come look forward progress make together bay area,0.8779,0.389,0.611,0.0
Wed Oct 02 18:46:47 +0000 2019,"Building on the privacy &amp; security features discussed at #io19, this week we're rolling out Incognito mode on Maps, Auto-delete in YouTube, simpler privacy controls, and even more protection for your passwords with a new Password Checkup feature.
https://t.co/RY8FN966jY",258,1,1,0,1,0,18,1,building privacy amp security features discussed io19 week rolling incognito mode maps autodelete youtube simpler privacy controls even protection passwords new password checkup feature,0.34,0.094,0.906,0.0
Sat Sep 28 03:41:45 +0000 2019,"Thanks for all the Google 21st birthday wishes but more importantly, thank you to our users and partners for all your support. We will keep working hard to build a more helpful Google for everyone. https://t.co/Kf4Yz3EaP6",1240,1,2,1,1,0,3,0,thanks google 21st birthday wishes importantly thank users partners support keep working hard build helpful google everyone,0.9081,0.565,0.382,0.053
Thu Sep 26 17:01:09 +0000 2019,"Happy 5th birthday to Google Classroom! Thank you to all of the educators who have given us helpful feedback over the years, and to the 40 million teachers and students using Classroom around the world. 
https://t.co/CQ0180BfEu",378,1,1,0,1,0,17,0,happy 5th birthday google classroom thank educators given us helpful feedback years 40 million teachers students using classroom around world,0.8402,0.346,0.654,0.0
Tue Sep 24 16:02:55 +0000 2019,"Detecting deepfakes is one of the most important challenges ahead of us. Following our release of a synthetic audio dataset in Jan, we're releasing a large dataset of visual deepfakes to support researchers working on synthetic video detection #GoogleAI
https://t.co/sDW7BP34qL",599,1,1,0,1,0,16,1,detecting deepfakes important challenges ahead us following release synthetic audio dataset jan releasing large dataset visual deepfakes support researchers working synthetic video detection googleai,0.5859,0.216,0.784,0.0
Fri Sep 20 12:58:25 +0000 2019,"Great discussion at our new digital skills hub hosted by Minister @KatriKulmuni with govt &amp; business leaders from across the Nordic region on the issues of technology, the future of work &amp; digital skills. Happy I also got to chat with some of the students in our trainings there! https://t.co/xREFAmQFaj",97,1,2,1,1,0,12,0,great discussion new digital skills hub hosted minister katrikulmuni govt amp business leaders across nordic region issues technology future work amp digital skills happy also got chat students trainings,0.8316,0.224,0.776,0.0
Fri Sep 20 09:59:43 +0000 2019,"While in Finland, we also announced new details of our largest corporate purchase of renewable energy in history - nearly half of the megawatts produced will be in Europe and enable investments in the EU of more than €1 billion",93,1,1,0,1,0,9,0,finland also announced new details largest corporate purchase renewable energy history nearly half megawatts produced europe enable investments eu 1 billion,0.2732,0.1,0.9,0.0
Fri Sep 20 09:59:41 +0000 2019,"Hei from Helsinki! Met with Finnish PM @AnttiRinnepj today as we announced €3B to expand data centers in Europe over 2 years. We’re also making a $2M grant to @Nesta_UK for digital training partnerships with trade unions in Finland and 4 EU countries.
https://t.co/vBgBvrbA7S https://t.co/hzPXny3UyX",249,1,2,1,1,0,9,0,hei helsinki met finnish pm anttirinnepj today announced 3b expand data centers europe 2 years also making 2m grant nestauk digital training partnerships trade unions finland 4 eu countries,0.5859,0.161,0.839,0.0
Fri Sep 20 09:55:51 +0000 2019,"@AnttiRinnepj @Google Finland is a great example of how the internet can help drive economic growth, and we look forward to partnering with the Finnish government in the months and years ahead. Together, we can make sure everyone benefits from a strong and sustainable digital economy.",17,1,1,0,1,0,9,0,anttirinnepj google finland great example internet help drive economic growth look forward partnering finnish government months years ahead together make sure everyone benefits strong sustainable digital economy,0.9485,0.456,0.544,0.0
Thu Sep 19 20:24:57 +0000 2019,"We've been carbon neutral since 2007 and today, we're proud to share that Google is making our largest purchase of renewable energy ever. In all, our global portfolio of 52 renewable energy projects is driving $7B+ in new construction &amp; thousands of jobs. https://t.co/le3roYknck",1129,1,1,0,1,0,20,0,weve carbon neutral since 2007 today proud share google making largest purchase renewable energy ever global portfolio 52 renewable energy projects driving 7b new construction amp thousands jobs,0.8176,0.284,0.716,0.0
Thu Sep 19 07:15:54 +0000 2019,"At #GoogleForIndia today, we announced Google Research India - a new AI research team in Bangalore that will focus on advancing computer science &amp; applying AI research to solve big problems in healthcare, agriculture, education, and more. #GoogleAI 
https://t.co/hNlwhhxhVx",2235,1,1,0,1,0,7,2,googleforindia today announced google research india new ai research team bangalore focus advancing computer science amp applying ai research solve big problems healthcare agriculture education googleai,-0.2263,0.063,0.842,0.095
Thu Sep 12 19:49:37 +0000 2019,"This National #RecoveryMonth, we’ve launched a new site to share tools and resources on addiction treatment and recovery, including maps to help find relevant support in your community. https://t.co/FLCTwHdOw4",169,1,1,0,1,0,19,1,national recoverymonth weve launched new site share tools resources addiction treatment recovery including maps help find relevant support community,0.7964,0.378,0.622,0.0
Tue Sep 10 14:06:39 +0000 2019,"Proud @MayoClinic has selected Google as its strategic partner on health innovation. We’re honored that @GoogleCloud &amp; our technologies can help play a role as Mayo continues to advance medical research, virtual care &amp; disease treatment to save more lives.
https://t.co/oEy9WbRQni",393,1,1,0,1,0,14,0,proud mayoclinic selected google strategic partner health innovation honored googlecloud amp technologies help play role mayo continues advance medical research virtual care amp disease treatment save lives,0.9638,0.512,0.488,0.0
Mon Sep 09 21:09:08 +0000 2019,"Heartbreaking to see the devastation that #HurricaneDorian has caused to the Bahamas and the US. We’re donating to support relief &amp; recovery efforts, and also sending Googler volunteers as part of @Googleorg
Crisis Response to help restore connectivity in the Bahamas.",149,1,1,0,1,0,21,1,heartbreaking see devastation hurricanedorian caused bahamas us donating support relief amp recovery efforts also sending googler volunteers part googleorg crisis response help restore connectivity bahamas,-0.0516,0.277,0.466,0.256
Mon Sep 09 17:09:23 +0000 2019,"In April, we open-sourced MLIR, which enables machine learning models to be consistently represented &amp; executed on hardware. Today we’re contributing the project to the LLVM Foundation to further help the standardization &amp; advancement of ML globally. 
https://t.co/8QvOLuShDh",722,1,1,0,1,0,17,0,april opensourced mlir enables machine learning models consistently represented amp executed hardware today contributing project llvm foundation help standardization amp advancement ml globally,0.4019,0.109,0.891,0.0
Tue Sep 03 17:31:25 +0000 2019,"RT @LaurenGoode: Android 10 has officially arrived. Even though Google has ditched the dessert theme, some of these updates are...pretty sw…",132,1,1,0,1,0,17,0,rt laurengoode android 10 officially arrived even though google ditched dessert theme updates arepretty sw,0.0,0.0,1.0,0.0
Tue Aug 27 16:33:15 +0000 2019,"Excited to see the first Chromebook Enterprise devices on sale today, built in partnership with @Dell and bringing the speed and security of Chrome OS to business users 
https://t.co/RhqYSixwg6",520,1,1,0,1,0,16,0,excited see first chromebook enterprise devices sale today built partnership dell bringing speed security chrome os business users,0.5859,0.231,0.769,0.0
Thu Aug 22 16:55:02 +0000 2019,Quite the quote:) https://t.co/VzsbtxoZnv,759,1,1,0,1,0,16,0,quite quote,0.0,0.0,1.0,0.0
Tue Aug 20 16:12:05 +0000 2019,"Starting today, our lightweight search app #GoogleGo will be available globally on the @GooglePlay store. As demo'd at #io19, Lens in #GoogleGo can help translate and search the words you see around you, and even read them aloud.
https://t.co/rAjR34KznM",640,1,1,0,1,0,16,3,starting today lightweight search app googlego available globally googleplay store demod io19 lens googlego help translate search words see around even read aloud,0.4019,0.109,0.891,0.0
Thu Aug 15 18:56:23 +0000 2019,"Inspiring to see such a breakthrough. +1 to research and science!

https://t.co/zb8bN6M70a",444,1,1,0,1,0,18,0,inspiring see breakthrough 1 research science,0.4215,0.412,0.588,0.0
Wed Jul 24 13:29:10 +0000 2019,"Today at #GoogleforNigeria, we announced Gallery Go - designed for those who don’t have a reliable internet connection, it brings many of the best @GooglePhotos features on device to help you find, edit and manage your photos even when you’re offline
https://t.co/9H4HkhlvES",303,1,1,0,1,0,13,1,today googlefornigeria announced gallery go designed dont reliable internet connection brings many best googlephotos features device help find edit manage photos even youre offline,0.7506,0.235,0.714,0.051
Tue Jul 23 16:16:55 +0000 2019,"Proud that @GoogleStartups is partnering with @veteran_capital, @patriotbootcamp &amp; @TheBunkerLabs to support veterans and military spouses at every stage of their transitions to tech 
https://t.co/qrgwSEEr5G",168,1,1,0,1,0,16,0,proud googlestartups partnering veterancapital patriotbootcamp amp thebunkerlabs support veterans military spouses every stage transitions tech,0.7003,0.309,0.691,0.0
Sun Jul 21 04:20:05 +0000 2019,"RT @justinesherry: Holy mackerel, while my power is out... The Pixel 3a NightSight is truly amaze. It is super dark in here -- almost black…",80,1,1,0,1,0,4,0,rt justinesherry holy mackerel power pixel 3a nightsight truly amaze super dark almost black,0.8834,0.484,0.516,0.0
Fri Jul 19 03:49:19 +0000 2019,"Margaret Hamilton led the team that developed the onboard flight software for all of NASA’s manned #Apollo missions, including the historic #Apollo11 moon landing. We’re honoring her contributions to Apollo &amp; software engineering with this moonlit tribute

https://t.co/iWfd6pKJQ9 https://t.co/4aHDQ0HCCi",500,1,2,1,1,0,3,2,margaret hamilton led team developed onboard flight software nasas manned apollo missions including historic apollo11 moon landing honoring contributions apollo amp software engineering moonlit tribute,0.5106,0.121,0.879,0.0
Sun Jul 14 18:03:13 +0000 2019,"Tiebreak #WimbledonFinal and superover #CricketWorldCupFinal , can't script this!!",7717,1,1,0,1,0,18,2,tiebreak wimbledonfinal superover cricketworldcupfinal cant script,0.0,0.0,1.0,0.0
Mon Jul 08 12:28:28 +0000 2019,"#CodewithGoogle is our new initiative to expand access to computer science education with a focus on training, resources, and community for teachers: https://t.co/GWcK3njjKA

https://t.co/ujScNFjJnK",495,1,1,0,1,0,12,1,codewithgoogle new initiative expand access computer science education focus training resources community teachers,0.3182,0.161,0.839,0.0
Sun Jul 07 17:44:51 +0000 2019,Congrats @USWNT on your #wwc19 win! Epic tournament and so well-deserved ⭐⭐⭐⭐,181,1,1,0,1,0,17,1,congrats uswnt wwc19 win epic tournament welldeserved,0.802,0.59,0.41,0.0
Wed Jul 03 11:58:17 +0000 2019,"@sachin_rt As Mahi bhai would say, ""Bahut Badhiya""😀😀Pleasure watching the game with you, brought back great memories, till next time 🏏",2097,1,1,0,1,0,11,0,sachinrt mahi bhai would say bahut badhiyapleasure watching game brought back great memories till next time,0.6249,0.215,0.785,0.0
Sun Jun 30 20:37:35 +0000 2019,@Aggerscricket It was a real pleasure @Aggerscricket to see you in action and thanks for having me!,20,1,1,0,1,0,20,0,aggerscricket real pleasure aggerscricket see action thanks,0.765,0.569,0.431,0.0
Fri Jun 28 22:10:29 +0000 2019,@stephengillett @chroniclesec Excited to welcome @chroniclesec to Cloud and look forward to working with you all!,18,1,1,0,1,0,22,0,stephengillett chroniclesec excited welcome chroniclesec cloud look forward working,0.6597,0.435,0.565,0.0
Fri Jun 28 21:42:05 +0000 2019,What an exciting match - great game @equipedefrance and congrats @USWNT on a huge win!,109,1,1,0,1,0,21,0,exciting match great game equipedefrance congrats uswnt huge win,0.9501,0.808,0.192,0.0
Fri Jun 21 04:51:04 +0000 2019,"Congrats @stewart, always admired your product focus and vision and wish you continued success! @SlackHQ",128,1,1,0,1,0,4,0,congrats stewart always admired product focus vision wish continued success slackhq,0.9337,0.716,0.284,0.0
Tue Jun 18 21:24:02 +0000 2019,"@Scott_Wiener @Google Thanks, @Scott_Wiener. We look forward to working with you on this.",4,1,1,0,1,0,21,0,scottwiener google thanks scottwiener look forward working,0.4404,0.326,0.674,0.0
Tue Jun 18 21:23:18 +0000 2019,@sliccardo @Google Glad to do our part to support our future neighbors in San Jose,8,1,1,0,1,0,21,0,sliccardo google glad part support future neighbors san jose,0.6908,0.449,0.551,0.0
Tue Jun 18 21:22:13 +0000 2019,@RepRoKhanna Thank you Congressman Khanna for your support and partnership,0,1,1,0,1,0,21,0,reprokhanna thank congressman khanna support partnership,0.6369,0.565,0.435,0.0
Tue Jun 18 21:21:04 +0000 2019,"@CAgovernor @Google @GavinNewsom Thanks, Governor @GavinNewsom - we look forward to working with you on this important initiative",27,1,1,0,1,0,21,0,cagovernor google gavinnewsom thanks governor gavinnewsom look forward working important initiative,0.5719,0.343,0.657,0.0
Tue Jun 18 16:02:16 +0000 2019,"Google started in the SF Bay Area, and we know our responsibility to help starts at home: we’re making a $1B investment to enable the development of 20K new homes in the region at all income levels, including affordable housing options in the next 10 years https://t.co/vVEYOFIUm5",1163,1,1,0,1,0,16,0,google started sf bay area know responsibility help starts home making 1b investment enable development 20k new homes region income levels including affordable housing options next 10 years,0.4019,0.091,0.909,0.0
Mon Jun 17 21:09:37 +0000 2019,Thanks @PoppyHarlowCNN - really enjoyed our wide-ranging conversation and appreciate you coming to Oklahoma! https://t.co/Hles9PMKTE https://t.co/kAxju0ZUsN,186,1,1,0,1,0,21,0,thanks poppyharlowcnn really enjoyed wideranging conversation appreciate coming oklahoma,0.8479,0.605,0.395,0.0
Fri Jun 14 23:23:37 +0000 2019,Also had a fun afternoon with 4H’ers @Oklahoma4H learning about their projects and doing a bit of coding:) https://t.co/MHvRgUaYT5,185,1,2,1,1,0,23,0,also fun afternoon 4hers oklahoma4h learning projects bit coding,0.5106,0.292,0.708,0.0
Fri Jun 14 23:00:58 +0000 2019,"Amazing day in Oklahoma yesterday where we announced the expansion of our data center in Mayes County and our @googleorg grant to @4H. Special thanks to @GovStitt, Mayor Larry Lees, @JSirangelo and all of our guests for joining us, and for everyone’s warm Southern hospitality! https://t.co/MF7SLFpohC",121,1,2,1,1,0,23,0,amazing day oklahoma yesterday announced expansion data center mayes county googleorg grant 4h special thanks govstitt mayor larry lees jsirangelo guests joining us everyones warm southern hospitality,0.9153,0.385,0.615,0.0
Fri Jun 14 21:38:50 +0000 2019,@JSirangelo @Oklahoma4H @4H Really enjoyed meeting and spending time with 4H’ers in Oklahoma yesterday. We’re proud to partner with @4H to bring computer science education to more kids across the country. Thank you for all that you do! Love the soccer ball:),11,1,1,0,1,0,21,0,jsirangelo oklahoma4h 4h really enjoyed meeting spending time 4hers oklahoma yesterday proud partner 4h bring computer science education kids across country thank love soccer ball,0.9245,0.389,0.611,0.0
Fri Jun 14 21:37:16 +0000 2019,"@GovStitt @Google Thank you @GovStitt for joining us, and for your leadership and vision in making Oklahoma a great place to innovate and build businesses. We’re grateful for the partnership and happy to be expanding our presence here.",23,1,1,0,1,0,21,0,govstitt google thank govstitt joining us leadership vision making oklahoma great place innovate build businesses grateful partnership happy expanding presence,0.9552,0.569,0.431,0.0
Thu Jun 13 17:21:59 +0000 2019,"This morning in Oklahoma, we announced a $600 million investment to expand our data center in Pryor and a $6M grant to @4H to bring computer science education to young people across the country. https://t.co/15Yrg2pznD",525,1,1,0,1,0,17,0,morning oklahoma announced 600 million investment expand data center pryor 6m grant 4h bring computer science education young people across country,0.5859,0.202,0.798,0.0
Thu Jun 13 00:56:38 +0000 2019,@RepDelBene Great discussion today - excited to see how the #USMCA will empower small businesses with digital tools across North America and beyond. Thanks again to @RepDelBene &amp; @RepLaHood for hosting!,12,1,1,0,1,0,0,1,repdelbene great discussion today excited see usmca empower small businesses digital tools across north america beyond thanks repdelbene amp replahood hosting,0.8555,0.343,0.657,0.0
Wed Jun 12 21:30:29 +0000 2019,@RepLaHood Thank you @replahood &amp; @repdelbene for a great discussion today - look forward to working together to bring digital trade and export opportunities to businesses across the US,15,1,1,0,1,0,21,0,replahood thank replahood amp repdelbene great discussion today look forward working together bring digital trade export opportunities businesses across us,0.8481,0.351,0.649,0.0
Mon May 20 15:10:31 +0000 2019,"At #io19, we previewed our @GoogleAI efforts to help detect lung cancer. Today we’re publishing our work in @NatureMedicine showing how these methods could boost chances of survival for many people at risk around the world  https://t.co/bH0D502J6g",629,1,1,0,1,0,15,1,io19 previewed googleai efforts help detect lung cancer today publishing work naturemedicine showing methods could boost chances survival many people risk around world,-0.0772,0.227,0.568,0.205
Thu May 16 17:13:32 +0000 2019,"This Global Accessibility Awareness Day, we're announcing updates to Live Transcribe, a tool that provides real-time transcriptions on Android. It'll soon show sound events - like a knock on the door - and enable transcripts to be saved on device. #GAAD https://t.co/hMltPZ2S75",303,1,1,0,1,0,17,1,global accessibility awareness day announcing updates live transcribe tool provides realtime transcriptions android itll soon show sound events like knock door enable transcripts saved device gaad,0.6486,0.181,0.819,0.0
Tue May 14 08:09:23 +0000 2019,"Last week at #io19, we talked about our focus on building products that are private and secure for everyone. Today, we’re excited to open our Safety Engineering Center in Munich, Germany -- serving as a new global hub for privacy and safety engineering. https://t.co/ggxodjBBQa",258,1,1,0,1,0,8,1,last week io19 talked focus building products private secure everyone today excited open safety engineering center munich germany serving new global hub privacy safety engineering,0.8555,0.331,0.669,0.0
Mon May 13 13:47:28 +0000 2019,"In 2018, our search and advertising tools helped generate $335 billion in economic activity for millions of US businesses, nonprofits &amp; publishers. We’re proud to support local businesses across the country to use the power of the web to grow and thrive. https://t.co/O7IOqYDxds",252,1,1,0,1,0,13,0,2018 search advertising tools helped generate 335 billion economic activity millions us businesses nonprofits amp publishers proud support local businesses across country use power web grow thrive,0.7003,0.188,0.812,0.0
Fri May 10 01:49:59 +0000 2019,#io19 is a wrap and a big thanks to all who joined us in person and online! Was so glad I got to meet some of you at Shoreline - I’m inspired by your stories and can’t wait to see what you build next:) https://t.co/2ODXw4iNPg,365,1,2,1,1,0,1,1,io19 wrap big thanks joined us person online glad got meet shoreline inspired stories cant wait see build next,0.8442,0.363,0.637,0.0
Thu May 09 16:04:11 +0000 2019,"#GrowWithGoogle has now helped train 10M people in digital skills across Europe, Middle East &amp; Africa since 2017. It's a great milestone and we will continue our work helping people learn new digital skills, find jobs and grow their businesses. https://t.co/MWBctL7QUE",226,1,1,0,1,0,16,1,growwithgoogle helped train 10m people digital skills across europe middle east amp africa since 2017 great milestone continue work helping people learn new digital skills find jobs grow businesses,0.743,0.189,0.811,0.0
Tue May 07 22:13:22 +0000 2019,"RT @backlon: Here ’tis, my Pixel 3A and 3A XL review.

They’re super super good at $400.

https://t.co/wmpps8LC2u",160,1,1,0,1,0,22,0,rt backlon tis pixel 3a 3a xl review theyre super super good 400,0.8934,0.517,0.483,0.0
Tue May 07 22:03:27 +0000 2019,@LanceUlanoff @bts_bighit Yolo!,4429,1,1,0,1,0,22,0,lanceulanoff btsbighit yolo,0.2732,0.512,0.488,0.0
Tue May 07 21:55:53 +0000 2019,"@pierce Agreed, the experience could be much better. We'll be working on it.",19,1,1,0,1,0,21,0,pierce agreed experience could much better well working,0.7269,0.587,0.413,0.0
Tue May 07 18:53:03 +0000 2019,"Today at #io19 we talked about our vision for building a more helpful Google for everyone: our efforts on AI, Google Search &amp; the Assistant, Android, privacy &amp; security, accessibility &amp; more - of course, new devices for you to check out too:) https://t.co/UENWfmYWW9",879,1,1,0,1,0,18,1,today io19 talked vision building helpful google everyone efforts ai google search amp assistant android privacy amp security accessibility amp course new devices check,0.7351,0.255,0.745,0.0
Tue May 07 16:35:24 +0000 2019,It’s almost time…watch the I/O keynote live here at 10:00am PT...#io19 https://t.co/Tv6Z97Yudc https://t.co/u00d8t8888,543,1,2,1,1,0,16,0,almost timewatch io keynote live 1000am ptio19,0.0,0.0,1.0,0.0
Mon May 06 23:25:35 +0000 2019,"To all the educators that go above and beyond each and every day, happy #TeacherAppreciationWeek! Today we're making $5 million in grants from @googleorg to match donations through @donorschoose, a nonprofit org that helps teachers get funding for classroom resources &amp; projects https://t.co/hW2QV8wiQ4",287,1,1,0,1,0,23,1,educators go beyond every day happy teacherappreciationweek today making 5 million grants googleorg match donations donorschoose nonprofit org helps teachers get funding classroom resources amp projects,0.802,0.272,0.728,0.0
Thu Apr 11 17:06:18 +0000 2019,"@SusanWojcicki @mipaltan @lionsdenkxip So jealous, you have no idea! That inning by @KieronPollard55 !! What a great atmosphere and incredible finish to the match:)",161,1,1,0,1,0,17,0,susanwojcicki mipaltan lionsdenkxip jealous idea inning kieronpollard55 great atmosphere incredible finish match,0.2732,0.24,0.585,0.175
